StudyHours,ExtraParticipation,PapersPracticed,PreviousMarks,SleepingHours,PerformancePapersPracticedIndex
4,No,8,95,9,79
,No,7,96,8,72
3,Yes,4,89,5,69
8,Yes,8,88,5,84
7,No,9,92,9,84
6,Yes,9,77,8,67
5,Yes,9,84,5,7
9,Yes,4,69,8,64
3,No,,79,6,56
7,No,9,97,9,9
2,No,4,52,4,28
7,No,8,86,9,78
,Yes,3,6,9,38
9,Yes,3,60,9,60
4,Yes,,98,4,79
3,No,9,99,9,8
9,Yes,2,70,8,69
7,No,0,94,7,85
,No,9,96,6,73
8,Yes,3,8,9,77
8,Yes,7,57,4,5
5,No,9,68,5,56
6,Yes,2,53,9,43
6,Yes,7,90,4,80
9,No,6,92,9,93
4,No,0,80,9,63
2,Yes,8,42,6,5
3,No,7,96,8,75
7,Yes,2,58,9,5
4,Yes,7,83,7,67
2,Yes,0,65,4,44
7,No,4,45,4,3
3,Yes,6,84,7,67
,No,3,4,4,5
4,No,,8,8,66
8,Yes,2,47,6,42
6,Yes,6,97,8,88
2,No,,52,6,3
4,No,3,68,7,49
7,No,6,43,9,40
,No,2,47,9,22
6,No,3,57,9,49
2,Yes,8,92,6,73
8,Yes,3,46,6,4
7,No,8,93,6,84
,No,0,80,4,55
7,Yes,,48,6,38
5,Yes,2,78,8,62
6,Yes,8,57,4,47
8,Yes,5,69,4,6
,Yes,9,87,9,65
4,Yes,4,84,6,67
3,No,,88,4,7
,No,2,83,7,58
9,No,7,84,8,8
5,Yes,6,89,8,76
3,No,5,98,6,80
9,Yes,,47,7,44
9,Yes,6,74,7,73
,No,9,99,9,79
2,No,4,49,7,25
2,No,,95,4,75
3,No,0,92,5,72
3,Yes,8,5,7,3
4,No,4,4,7,24
8,No,8,9,9,88
2,No,6,83,7,60
9,Yes,4,57,5,58
,No,3,68,4,42
3,No,0,76,7,56
3,Yes,8,53,6,33
3,No,0,88,9,73
5,No,9,52,4,36
6,Yes,0,5,7,37
7,No,4,45,8,35
3,No,8,60,6,39
3,Yes,8,7,9,52
2,No,,46,7,24
2,Yes,,92,6,68
6,Yes,7,57,6,47
,Yes,9,94,9,74
,No,5,77,7,
4,No,,45,9,25
2,Yes,4,85,8,66
2,No,6,84,5,59
8,No,2,92,7,83
4,No,4,65,4,48
8,Yes,8,90,6,88
,Yes,8,97,5,7
,Yes,2,76,4,49
9,Yes,0,86,9,87
5,Yes,2,54,6,39
5,Yes,8,54,8,43
6,Yes,4,47,8,39
3,Yes,4,67,7,49
4,No,9,53,6,34
2,No,5,60,6,36
5,No,,98,6,82
8,No,4,56,5,52
2,No,6,92,6,70
3,Yes,0,86,9,66
,No,6,85,9,67
7,Yes,0,88,6,77
3,No,4,46,7,26
3,Yes,7,59,6,39
3,Yes,3,92,8,73
2,No,0,73,7,5
2,No,6,75,4,49
9,No,0,66,6,60
2,Yes,6,4,4,3
7,Yes,,90,6,80
8,Yes,0,48,4,44
6,Yes,0,46,8,39
7,No,3,84,4,75
7,No,6,9,6,8
6,No,4,76,6,67
6,Yes,8,43,6,30
,Yes,0,93,8,68
8,No,9,67,9,63
8,Yes,,97,5,9
5,No,5,97,7,83
5,No,6,66,5,5
8,Yes,9,88,5,84
7,No,5,66,9,58
8,No,,53,5,49
3,No,2,78,8,6
,Yes,4,74,8,48
6,No,9,92,7,82
6,Yes,0,92,4,83
9,Yes,7,78,7,76
3,No,4,49,7,30
2,No,,43,5,8
5,No,2,42,6,26
5,No,6,7,9,59
7,No,9,84,6,76
9,No,9,54,7,55
2,No,0,98,8,76
9,Yes,8,56,7,53
,No,7,76,9,53
5,No,,6,8,49
6,Yes,7,58,8,44
,Yes,0,55,4,25
9,No,,78,7,7
6,Yes,4,87,6,74
8,Yes,3,53,6,46
8,Yes,4,83,6,75
7,Yes,0,45,7,34
3,Yes,8,46,7,28
5,No,3,80,9,65
6,No,7,82,6,69
2,No,0,90,9,70
6,Yes,0,40,8,29
2,Yes,9,90,4,69
4,Yes,9,90,8,72
5,Yes,7,75,6,60
,Yes,5,99,9,74
5,No,0,99,9,87
7,No,,44,7,37
5,Yes,2,87,9,77
5,Yes,9,59,8,48
4,No,5,45,8,32
3,No,4,54,7,36
7,No,2,43,5,34
6,Yes,2,72,4,6
,No,2,96,8,69
6,No,0,67,8,55
9,Yes,9,89,9,89
6,Yes,4,53,4,40
5,No,9,90,9,78
6,Yes,,65,5,5
9,No,4,70,8,67
,Yes,2,87,8,6
4,Yes,7,94,4,76
,No,0,80,9,56
,No,0,58,4,32
6,Yes,7,70,7,6
4,Yes,6,95,5,77
9,No,7,69,9,66
5,Yes,4,57,9,42
,Yes,3,63,8,37
5,Yes,4,79,4,64
2,Yes,6,93,5,7
3,Yes,,80,9,62
8,Yes,5,88,4,82
6,No,6,55,4,43
6,No,6,55,8,44
,Yes,8,,6,23
4,No,,4,8,22
2,Yes,5,52,4,28
4,No,6,62,9,46
6,No,8,56,7,44
5,No,6,83,7,67
,No,6,79,9,53
6,No,7,68,5,60
6,No,6,96,6,85
4,Yes,7,44,8,26
9,Yes,2,76,5,74
9,No,,64,6,57
5,No,2,69,9,55
4,Yes,0,88,5,7
9,Yes,8,9,8,92
,No,9,86,4,55
2,Yes,,9,4,67
3,No,6,67,5,47
,No,9,5,8,28
9,Yes,9,63,4,58
6,No,4,77,6,66
9,Yes,8,56,9,56
2,No,9,92,9,72
,No,9,62,9,36
8,Yes,9,87,4,79
,No,4,62,4,36
6,No,9,7,7,60
6,Yes,3,74,8,6
7,Yes,5,49,6,40
3,Yes,7,52,5,33
8,No,5,79,6,75
,No,,42,7,4
6,Yes,3,70,7,55
5,No,5,85,4,73
7,No,9,97,9,94
,No,8,7,9,44
,No,9,57,5,32
5,No,5,63,6,48
2,No,5,94,9,74
,No,6,46,6,20
6,Yes,6,76,4,63
,No,3,75,5,44
3,Yes,3,79,4,57
,No,2,47,9,24
9,Yes,0,58,9,54
8,Yes,,90,4,84
9,No,2,69,8,66
5,Yes,6,54,8,43
4,Yes,2,46,8,27
7,No,3,42,8,33
9,No,4,42,5,38
,Yes,8,40,8,5
,Yes,4,49,4,20
5,No,5,67,4,
4,Yes,2,84,9,67
6,Yes,9,6,5,49
9,No,9,78,8,75
8,Yes,8,90,5,80
7,No,0,84,7,74
9,Yes,8,77,4,74
7,Yes,0,87,7,78
5,No,7,55,7,4
9,Yes,6,85,9,87
6,Yes,3,43,7,32
4,Yes,8,48,4,30
7,Yes,8,87,7,77
9,No,7,64,9,59
7,No,3,72,4,64
4,Yes,,64,8,47
2,No,8,53,9,32
8,Yes,3,90,5,8
,Yes,0,62,5,36
8,No,4,9,8,84
9,Yes,9,,9,5
8,No,,68,5,62
7,Yes,6,9,8,88
8,Yes,4,73,8,67
5,No,4,66,6,53
7,No,2,87,9,80
4,No,4,69,9,57
9,Yes,6,47,9,47
,No,8,95,8,7
8,No,5,56,4,47
8,Yes,5,80,4,7
9,Yes,0,54,9,52
4,No,7,48,7,32
7,No,6,46,9,43
7,No,4,,7,39
4,No,8,44,4,27
2,Yes,5,79,4,56
6,Yes,0,6,7,52
8,No,6,46,9,44
4,No,9,85,7,74
4,Yes,7,44,6,28
4,Yes,6,53,5,4
6,Yes,,40,8,27
3,No,9,42,8,26
8,Yes,3,77,4,72
5,No,9,59,5,45
8,Yes,8,42,6,36
4,Yes,0,99,6,84
5,No,2,97,4,84
8,No,8,82,5,75
7,Yes,8,67,7,59
9,No,0,68,6,63
3,Yes,7,8,5,62
4,Yes,7,72,8,59
3,No,7,68,5,48
9,No,8,65,9,64
5,Yes,,72,8,58
2,Yes,9,59,5,40
8,No,5,46,9,4
,No,6,73,5,44
5,No,4,47,9,36
,Yes,,6,4,32
9,Yes,7,54,4,53
8,No,4,44,5,35
3,Yes,0,62,9,43
8,No,6,45,4,39
9,No,7,43,7,38
4,Yes,9,7,4,5
2,No,5,80,9,55
8,No,0,92,6,90
4,No,9,42,4,24
6,No,,98,5,84
6,Yes,6,93,9,86
2,Yes,,76,4,53
,Yes,7,67,4,38
2,No,3,60,4,37
9,No,6,57,9,55
2,Yes,0,59,4,30
3,No,4,75,7,53
2,No,2,72,4,49
6,Yes,4,52,8,44
7,No,9,88,8,82
6,Yes,8,58,8,49
2,Yes,6,76,5,56
,No,9,72,5,45
5,No,,90,5,76
7,Yes,2,97,7,88
9,No,,78,9,76
8,Yes,0,5,4,43
9,Yes,8,74,6,69
3,No,8,77,4,58
,Yes,0,86,8,6
2,Yes,8,63,5,36
9,Yes,4,93,9,93
7,No,,59,9,5
7,No,4,56,8,5
2,No,4,45,4,8
2,Yes,5,85,9,64
6,Yes,0,62,5,46
5,No,7,47,4,33
6,No,9,79,6,65
7,No,,69,7,58
8,Yes,7,42,6,37
2,No,,46,9,22
5,No,0,98,4,78
8,No,7,49,9,46
,No,0,92,8,67
8,No,2,95,5,90
7,No,4,6,7,5
5,Yes,5,58,4,43
4,Yes,9,98,7,83
5,Yes,8,98,5,83
8,No,0,59,9,
8,No,3,9,4,85
3,No,4,5,5,3
2,No,5,96,5,75
,No,7,66,8,39
8,No,,47,7,36
7,No,4,99,5,90
5,Yes,6,56,9,46
3,Yes,9,8,8,63
6,Yes,2,90,5,78
4,Yes,2,40,4,20
4,Yes,9,63,5,47
,No,0,,7,24
7,Yes,8,57,7,48
2,Yes,,59,5,35
6,Yes,3,9,5,78
3,No,,55,7,32
4,Yes,9,82,8,68
3,Yes,9,52,4,30
6,Yes,9,58,9,
9,Yes,0,85,5,82
3,No,8,63,8,42
7,Yes,7,74,5,66
7,Yes,4,93,6,86
3,No,9,45,9,30
5,Yes,9,83,8,7
,No,4,77,6,54
7,No,7,54,6,44
9,No,,56,4,54
8,Yes,3,58,4,53
9,No,3,78,9,74
6,Yes,4,99,7,90
5,No,6,63,5,49
9,Yes,2,74,8,68
7,No,8,92,5,84
4,No,9,44,8,27
5,No,7,4,5,25
,No,9,86,9,64
5,No,2,58,8,44
6,No,7,98,7,89
2,No,7,53,4,29
,No,9,42,8,2
7,No,0,86,6,77
7,No,0,40,6,3
,No,7,5,7,26
7,Yes,6,60,7,53
9,Yes,7,4,5,38
5,Yes,5,92,6,78
5,No,3,9,6,73
5,No,6,69,7,57
,No,0,53,8,24
7,Yes,6,57,6,
8,Yes,2,93,6,84
5,No,8,58,8,47
5,No,0,90,8,77
9,Yes,9,42,8,4
7,No,2,98,8,86
,Yes,5,90,8,65
,No,6,57,4,27
8,No,0,67,4,55
5,Yes,5,9,5,76
6,Yes,2,60,5,47
4,No,6,56,6,37
3,No,8,48,9,35
6,Yes,9,97,5,86
,Yes,7,,9,26
7,Yes,7,76,7,67
,No,6,45,9,22
4,No,7,65,9,49
,Yes,2,62,4,37
5,Yes,3,79,7,68
8,No,9,62,9,57
3,No,5,87,9,70
7,No,6,78,4,68
8,No,,97,5,87
,Yes,6,8,5,57
4,No,3,60,7,43
9,Yes,5,87,8,87
2,No,7,92,7,70
3,No,6,63,4,42
2,No,5,70,9,49
7,No,9,9,9,83
6,No,5,43,5,39
9,No,9,90,5,87
9,No,3,57,8,52
3,No,,58,8,42
2,No,3,63,4,37
2,Yes,5,70,9,48
2,Yes,6,46,4,20
2,No,,65,4,42
5,Yes,8,63,9,
9,No,9,63,7,60
7,No,9,68,6,6
,Yes,,66,6,39
6,Yes,0,44,4,29
6,No,0,42,6,29
3,No,8,67,4,49
9,No,,95,5,9
6,No,4,93,6,8
2,Yes,3,4,8,5
9,No,7,82,8,77
7,Yes,8,82,8,74
4,No,8,88,4,70
,No,5,4,6,8
2,Yes,0,94,5,64
,Yes,0,80,7,59
8,No,9,93,4,87
6,No,4,57,8,4
7,Yes,4,40,6,30
7,No,9,70,7,60
,No,4,77,4,48
3,Yes,9,52,6,3
5,No,6,77,5,65
8,Yes,0,42,8,34
6,Yes,2,73,8,63
2,Yes,6,87,4,59
4,No,4,93,4,78
6,No,8,48,7,36
5,No,3,64,7,
5,Yes,2,57,5,4
9,Yes,8,99,8,0
5,No,8,60,8,46
3,Yes,7,66,5,45
6,Yes,0,85,4,70
6,Yes,0,59,6,49
6,Yes,0,49,4,38
4,Yes,6,62,4,43
6,No,0,82,6,72
2,Yes,7,9,4,68
7,No,3,7,9,63
6,No,3,8,7,70
7,Yes,2,87,8,79
,Yes,,77,4,48
6,Yes,5,52,7,45
3,No,,48,5,28
2,Yes,3,66,7,42
2,Yes,2,83,6,58
,Yes,9,89,9,65
6,Yes,0,58,9,49
8,Yes,8,94,7,89
4,No,4,8,6,6
7,No,0,47,8,4
9,Yes,8,64,4,57
3,Yes,7,64,4,43
2,Yes,4,60,9,4
3,Yes,8,70,8,
6,Yes,2,79,4,68
2,No,4,95,9,77
3,No,8,88,9,73
3,No,2,68,7,5
7,Yes,7,44,4,33
5,No,5,99,7,89
,No,7,46,8,20
,No,2,57,7,33
2,No,3,59,8,34
5,Yes,2,86,8,7
7,No,3,95,8,89
7,No,5,63,6,55
2,No,0,94,8,70
2,Yes,2,83,9,6
4,No,4,55,4,36
5,Yes,8,46,7,36
3,Yes,4,95,5,73
,No,8,80,4,57
8,No,9,90,8,88
8,No,,78,8,73
7,No,4,95,4,85
3,No,7,76,5,55
4,No,3,90,6,75
6,Yes,4,43,7,29
7,Yes,4,5,4,40
7,No,5,4,6,3
4,No,,84,9,67
,No,0,72,7,47
5,No,0,74,6,58
8,Yes,4,58,7,56
,No,4,,7,24
7,Yes,,7,6,62
,No,,9,8,65
2,Yes,9,94,8,75
,Yes,6,83,4,55
8,No,2,8,7,72
6,Yes,9,93,5,82
7,No,3,9,4,82
3,No,0,55,9,33
,No,9,78,9,54
,Yes,5,49,8,25
9,Yes,2,56,8,56
8,Yes,5,49,9,47
8,No,9,44,8,4
3,Yes,4,72,9,55
,No,,87,9,65
9,Yes,5,78,6,76
4,Yes,2,72,9,55
2,No,2,45,9,20
9,Yes,3,43,8,43
6,No,5,70,8,6
4,No,9,90,5,7
3,Yes,2,70,4,
2,Yes,,58,6,37
,No,6,,8,22
7,Yes,5,80,9,72
4,Yes,7,62,8,45
8,No,4,67,9,62
,Yes,2,96,4,69
5,No,7,75,8,59
4,No,0,75,5,56
3,Yes,2,97,4,77
5,No,4,65,5,
8,No,5,56,9,52
6,Yes,8,97,7,87
4,No,,43,5,22
5,Yes,5,77,4,6
5,No,0,8,8,68
,Yes,9,96,7,7
7,No,,47,6,39
,No,5,65,4,40
9,Yes,,47,9,47
9,No,9,46,9,43
6,Yes,2,45,6,34
3,No,6,63,8,44
8,No,,6,9,56
5,No,9,55,7,38
7,Yes,5,5,8,4
7,Yes,4,86,5,74
8,Yes,7,59,6,52
2,Yes,7,85,5,64
9,Yes,5,82,5,8
6,No,0,7,5,58
6,Yes,0,67,5,56
6,Yes,3,43,9,30
9,No,6,67,4,63
4,No,9,63,9,
6,Yes,3,77,9,70
8,Yes,6,54,9,
3,No,4,52,7,34
7,Yes,6,59,6,54
2,Yes,0,45,6,9
6,Yes,7,4,4,27
,No,5,47,8,20
9,Yes,2,95,7,93
3,Yes,3,8,9,59
8,No,7,59,8,55
8,No,,57,7,45
7,No,4,89,9,85
9,Yes,8,79,6,77
3,Yes,7,66,6,48
5,Yes,4,53,6,40
2,No,4,55,9,34
9,Yes,7,57,5,55
2,No,2,53,4,29
8,No,8,95,7,89
9,Yes,6,99,8,98
8,Yes,2,75,8,69
9,No,7,99,8,95
3,No,7,5,5,30
3,Yes,3,65,6,4
7,Yes,4,93,5,88
7,No,6,74,9,7
3,Yes,6,6,8,42
,No,0,90,5,60
2,Yes,3,63,5,39
4,No,2,43,8,22
6,Yes,3,9,7,80
9,No,3,78,4,76
4,No,0,9,6,74
2,Yes,3,47,6,30
8,Yes,6,93,9,90
2,No,4,67,8,
7,No,,9,5,82
2,No,2,9,9,70
8,No,2,47,6,42
8,Yes,4,69,4,6
3,No,6,98,9,8
3,No,7,6,6,43
9,No,4,79,7,8
3,No,2,9,6,7
3,No,4,77,5,57
9,No,9,76,5,7
,Yes,3,60,5,33
7,Yes,7,6,4,56
3,No,,46,4,26
5,No,9,93,4,78
6,Yes,9,79,7,70
,Yes,7,6,7,37
4,Yes,4,64,9,45
7,Yes,7,56,9,
8,Yes,7,94,5,90
2,Yes,9,88,6,65
9,No,9,57,8,55
7,No,4,92,6,83
8,No,6,93,4,82
,No,6,70,9,45
8,Yes,0,79,6,69
6,No,2,93,7,80
6,Yes,9,72,4,6
9,No,6,89,7,89
,No,3,95,8,7
7,Yes,3,85,5,73
9,No,6,60,4,54
,No,0,62,6,32
,No,5,87,8,58
7,Yes,4,,7,45
3,No,0,65,8,43
9,No,9,44,9,44
,Yes,4,56,6,26
6,No,0,89,4,74
,Yes,4,42,8,7
2,Yes,3,6,5,38
3,Yes,2,70,4,52
,No,2,87,8,57
3,No,7,90,6,73
3,Yes,,98,9,84
4,No,,96,6,77
8,No,2,79,6,73
5,Yes,4,83,4,69
7,Yes,3,72,7,63
,Yes,9,77,6,5
7,No,6,44,6,35
8,No,0,49,9,37
,Yes,6,94,8,70
2,No,,5,6,26
4,Yes,4,42,9,27
9,Yes,9,87,8,89
,Yes,5,53,9,24
,Yes,,,4,23
6,No,9,95,5,85
,No,7,89,9,63
3,No,,70,4,48
7,Yes,0,94,9,90
8,Yes,4,54,5,47
6,No,9,73,9,63
4,Yes,9,85,5,70
8,Yes,4,73,7,65
2,Yes,7,63,6,44
,No,7,93,6,65
3,No,0,77,6,59
3,No,5,53,6,3
8,No,2,8,5,76
8,Yes,,87,9,83
,Yes,0,4,8,3
4,Yes,5,72,5,53
3,No,2,47,9,28
2,Yes,8,73,4,47
9,No,,53,5,47
6,Yes,0,40,4,25
9,No,5,66,9,65
6,Yes,0,58,7,45
7,Yes,9,57,9,
2,No,4,65,8,42
4,No,9,90,5,72
6,Yes,7,7,7,6
5,No,5,93,8,77
,Yes,4,85,4,59
6,Yes,,76,8,67
4,No,2,40,6,8
7,Yes,8,84,4,76
3,Yes,3,48,7,27
9,No,5,94,9,89
4,Yes,8,85,6,70
5,Yes,9,63,7,48
6,No,7,93,4,80
7,No,5,7,5,60
7,No,7,55,4,47
4,Yes,0,89,5,69
4,Yes,,84,8,66
2,Yes,6,73,5,5
8,No,,69,9,64
4,Yes,4,53,7,33
,Yes,,72,8,45
2,Yes,,65,5,43
4,No,7,40,8,25
2,Yes,0,63,5,38
2,No,7,8,8,60
7,No,7,89,4,80
7,No,8,54,5,47
9,No,7,53,6,48
2,No,5,56,4,28
7,Yes,8,4,6,35
2,No,6,42,4,5
4,Yes,6,94,6,77
2,No,5,95,5,73
8,No,2,88,7,84
2,No,5,5,9,3
9,Yes,9,49,8,48
9,Yes,9,95,6,95
4,No,8,54,4,37
6,No,4,99,9,88
8,Yes,6,78,7,70
5,Yes,2,76,8,66
7,No,2,62,7,52
9,Yes,8,43,8,4
2,Yes,8,44,4,24
4,No,5,43,8,27
3,No,,82,4,64
9,No,3,82,7,79
2,No,8,88,9,67
,No,2,56,8,28
7,No,3,57,9,5
2,No,6,59,5,36
7,No,6,94,7,85
5,No,4,77,7,63
3,No,6,62,7,43
2,No,8,88,7,70
3,No,7,97,5,77
2,Yes,3,72,8,
9,Yes,8,43,9,42
7,No,4,79,5,69
5,No,0,,6,34
6,No,2,92,4,80
6,Yes,9,84,6,74
2,No,8,49,4,24
2,Yes,3,70,7,48
7,Yes,6,94,6,88
9,Yes,0,58,9,55
,Yes,2,60,8,3
,No,9,86,8,66
6,No,9,96,4,84
4,Yes,5,64,5,47
9,No,0,77,7,72
9,No,9,45,5,43
9,No,6,98,6,95
5,No,5,54,8,4
,Yes,,5,8,25
,Yes,5,40,6,
6,No,5,98,4,87
2,No,6,74,6,52
8,No,5,92,7,86
3,Yes,7,90,7,7
2,No,7,95,9,73
6,Yes,2,72,4,60
5,Yes,,79,9,68
5,Yes,3,5,7,37
3,Yes,0,94,7,76
3,No,5,83,5,6
3,Yes,5,42,5,20
2,No,8,88,9,69
6,No,7,57,4,48
5,No,7,96,7,83
5,No,3,43,7,28
5,Yes,7,57,8,47
6,Yes,,74,8,64
4,Yes,8,66,4,48
2,Yes,0,98,7,74
6,Yes,5,59,4,46
6,Yes,4,47,8,34
6,No,2,47,4,33
5,Yes,3,64,4,5
2,Yes,4,82,9,65
9,Yes,2,83,8,78
6,No,7,65,8,54
4,No,5,59,8,44
4,Yes,8,56,5,40
,No,0,55,4,29
4,No,7,93,9,76
9,No,8,95,5,92
3,Yes,,77,6,55
4,Yes,2,58,7,46
2,No,5,8,4,59
9,No,6,72,5,7
3,Yes,4,87,4,65
9,Yes,7,78,6,79
9,No,8,99,6,96
5,Yes,2,5,4,37
5,Yes,3,44,5,27
2,No,8,79,8,57
9,No,8,52,9,
8,No,3,76,4,69
4,Yes,8,76,6,60
2,Yes,5,57,4,34
,No,8,69,4,43
2,Yes,5,55,6,34
4,No,5,77,4,54
,Yes,9,85,7,58
8,Yes,0,49,8,45
7,Yes,7,98,5,90
7,No,0,46,5,36
7,No,4,43,4,37
,Yes,5,89,5,64
,No,5,62,5,37
4,No,8,77,7,57
3,Yes,4,6,7,46
5,Yes,4,53,8,4
9,Yes,7,83,5,80
7,No,0,79,5,69
3,No,,99,5,79
4,No,,,5,30
2,No,7,86,7,63
5,Yes,7,,9,40
9,No,7,59,6,
,No,4,79,7,52
2,No,8,63,7,42
9,Yes,,55,9,55
,Yes,,72,4,44
,Yes,8,,6,26
6,Yes,0,75,7,63
7,Yes,3,47,5,39
2,No,9,79,8,55
,Yes,2,53,6,27
8,No,4,88,7,84
6,No,0,96,9,85
5,No,3,75,9,62
9,No,2,69,4,65
7,No,3,82,6,72
4,Yes,0,77,8,62
8,No,6,66,5,6
6,No,0,57,7,42
2,No,3,45,7,2
6,Yes,7,83,6,72
,Yes,8,93,6,68
8,No,7,45,4,37
2,No,5,69,8,49
4,No,0,92,9,73
9,No,6,4,8,38
9,No,4,87,6,85
9,No,9,89,7,82
5,No,8,44,7,32
2,Yes,9,63,6,39
7,No,9,53,5,45
6,No,3,60,7,45
7,Yes,9,92,5,86
2,No,0,52,9,29
2,Yes,4,7,8,
3,Yes,3,82,8,63
6,No,8,4,9,33
,Yes,6,42,5,7
5,No,6,92,6,74
7,No,4,66,4,57
2,No,2,55,8,32
4,No,2,82,4,65
,No,7,53,5,27
5,Yes,7,49,7,34
3,No,8,67,7,47
3,Yes,6,96,7,75
9,No,9,67,5,64
5,Yes,7,72,8,6
9,No,3,55,7,55
5,No,3,87,5,72
,No,3,65,6,37
7,Yes,0,52,5,45
6,Yes,7,8,4,7
9,Yes,,43,5,42
,Yes,8,68,5,40
3,No,8,82,6,64
,Yes,9,88,4,59
5,No,7,,9,35
7,No,9,84,7,76
,Yes,8,70,6,44
2,No,5,7,5,46
5,No,7,87,9,73
9,No,5,62,9,59
,Yes,5,48,8,25
4,Yes,2,43,7,23
6,No,2,45,8,33
6,Yes,4,86,4,75
,Yes,7,58,6,34
4,No,0,88,9,73
7,No,8,65,5,58
2,Yes,8,72,5,46
8,No,3,4,9,34
3,No,4,44,4,22
9,No,7,43,4,42
9,Yes,9,69,5,67
,Yes,0,4,8,6
2,Yes,9,95,4,74
8,No,7,47,6,45
6,No,9,93,6,84
6,No,9,63,9,55
,Yes,2,89,9,69
8,No,5,56,7,
,No,3,53,6,26
,No,3,49,9,24
9,Yes,9,89,7,90
,Yes,2,46,7,6
6,Yes,5,72,8,59
3,Yes,9,42,5,2
5,No,3,48,9,33
5,Yes,6,54,4,40
,No,8,75,9,48
6,Yes,7,66,7,58
6,Yes,5,83,8,74
8,Yes,4,,9,45
6,No,5,59,9,47
7,No,0,6,5,49
,No,3,76,7,
2,Yes,7,60,4,39
5,Yes,,89,7,76
7,Yes,9,83,5,78
5,No,2,7,5,59
6,Yes,5,53,4,4
9,Yes,0,77,5,76
,Yes,3,55,5,30
3,No,,95,5,78
,Yes,5,77,9,54
6,Yes,4,77,6,67
,No,7,52,8,25
8,No,9,6,8,55
2,No,7,6,8,40
3,No,7,52,4,32
5,Yes,8,96,6,85
3,Yes,5,52,9,32
,Yes,3,84,7,55
9,No,3,92,6,88
2,Yes,,55,4,32
2,No,2,82,9,63
5,Yes,,44,9,3
2,Yes,8,40,6,20
3,Yes,4,45,7,26
,Yes,3,69,5,4
,No,9,58,8,32
3,No,6,62,5,42
9,Yes,0,66,8,63
8,No,5,74,5,67
5,Yes,0,70,8,56
9,No,,44,9,4
4,Yes,8,96,7,72
6,Yes,3,77,9,66
,No,6,49,5,25
,No,8,89,7,63
6,Yes,5,59,6,48
5,No,9,99,4,83
3,Yes,7,88,9,74
6,Yes,4,60,6,46
4,Yes,9,62,9,48
5,No,2,63,5,49
9,Yes,7,65,5,63
2,Yes,4,78,8,56
6,Yes,,73,6,62
,Yes,8,85,7,59
9,No,,72,7,73
7,No,6,72,6,63
3,No,5,87,8,68
,Yes,,8,6,56
8,No,4,40,6,30
,Yes,3,99,9,74
9,Yes,6,87,7,84
3,No,0,65,7,44
4,No,4,49,6,29
6,No,5,98,8,89
8,Yes,5,78,9,75
2,No,2,74,5,5
8,No,7,78,4,72
8,No,5,44,6,38
2,No,8,79,7,57
6,No,0,93,7,82
5,Yes,5,76,4,62
,No,2,62,5,34
2,Yes,,96,6,76
8,No,3,67,4,6
5,No,2,97,8,83
8,Yes,0,40,6,32
4,Yes,7,5,6,36
4,Yes,8,90,4,73
6,Yes,7,84,4,72
2,Yes,7,58,4,32
,No,0,62,5,33
3,Yes,6,59,7,42
6,Yes,3,83,6,69
,No,9,84,9,62
7,No,9,68,6,6
4,No,3,67,7,48
9,Yes,2,47,6,
,No,0,40,6,5
5,No,5,40,4,26
,Yes,0,7,5,45
5,Yes,9,92,4,79
,No,0,87,5,59
6,No,2,59,8,49
8,Yes,7,49,5,44
2,No,2,95,4,72
9,No,,77,6,68
9,Yes,9,90,7,90
2,No,9,58,6,38
3,Yes,0,73,5,
6,Yes,4,99,9,88
,No,3,70,6,42
,No,0,77,8,49
4,No,5,69,8,53
8,Yes,0,87,7,83
,Yes,3,52,6,27
5,No,5,65,8,52
4,No,2,65,5,45
7,Yes,4,84,4,72
3,No,8,7,6,5
6,Yes,8,66,6,58
,No,8,6,6,38
7,Yes,6,90,5,85
5,Yes,7,84,4,70
3,Yes,0,58,9,36
8,Yes,7,48,7,43
8,Yes,6,74,5,7
8,No,9,73,4,68
8,Yes,2,49,5,4
4,Yes,8,59,6,4
7,Yes,5,77,7,7
9,Yes,7,70,8,66
2,Yes,4,68,7,46
6,No,5,68,6,56
6,Yes,2,84,9,74
8,No,4,94,7,90
9,No,9,87,7,86
,No,3,99,7,74
,Yes,0,42,6,7
2,Yes,3,9,4,69
5,Yes,9,74,7,58
8,No,,47,7,36
,No,3,82,7,55
4,No,6,80,9,64
7,Yes,9,79,5,7
4,Yes,9,,6,34
,Yes,,72,4,44
2,Yes,4,60,9,39
6,Yes,6,46,6,36
9,Yes,9,92,7,92
7,No,0,64,9,59
,Yes,7,8,6,60
8,No,6,94,5,86
,No,2,98,5,72
,No,9,80,9,56
5,No,5,68,6,54
3,Yes,4,48,7,26
6,No,4,89,8,79
3,Yes,5,94,7,74
,No,0,48,4,2
5,No,6,97,8,85
7,Yes,7,67,9,63
4,No,8,89,7,72
2,Yes,3,9,5,68
2,Yes,5,60,6,4
5,No,2,66,4,52
9,Yes,9,53,4,48
8,No,8,83,8,77
7,No,3,55,5,45
5,No,2,68,4,52
8,Yes,0,7,4,64
9,Yes,7,98,7,0
2,Yes,8,84,7,65
,Yes,3,48,7,9
7,No,0,62,4,
5,No,5,79,9,64
,No,9,70,9,45
3,Yes,,53,8,35
4,No,4,85,9,65
7,Yes,0,7,5,60
,No,9,89,6,66
3,Yes,9,87,4,67
8,No,6,96,6,89
9,No,2,48,5,4
